Team,Date,Score
Bosnia & Herzegovina,19-09-2005,31.53
Botswana,19-09-2005,38.64
Brazil,19-09-2005,51.55
Bulgaria,19-09-2005,35.68
Cameroon,19-09-2005,38.94
Canada,19-09-2005,69.78
Cayman Islands,19-09-2005,43.87
Chile,19-09-2005,58.66
China,19-09-2005,49.76
Chinese Taipei,19-09-2005,48.54
Colombia,19-09-2005,37.95
Cook Islands,19-09-2005,45.87
Cote D'Ivoire,19-09-2005,48.59
Croatia,19-09-2005,50.86
Czech Republic,19-09-2005,58.12
Denmark,19-09-2005,47.39
England,19-09-2005,82.81
Fiji,19-09-2005,73.02
Finland,19-09-2005,29.32
France,19-09-2005,84.13
Georgia,19-09-2005,63.28
Germany,19-09-2005,55.18
Guam,19-09-2005,38.14
Guyana,19-09-2005,40.35
Hong Kong,19-09-2005,54.09
Hungary,19-09-2005,38.35
India,19-09-2005,37.08
Ireland,19-09-2005,82.14
Israel,19-09-2005,35.42
Italy,19-09-2005,72.77
Jamaica,19-09-2005,38.97
Japan,19-09-2005,65.48
Kazakhstan,19-09-2005,47.34
Kenya,19-09-2005,48.97
Korea,19-09-2005,60.35
Latvia,19-09-2005,43.96
Lithuania,19-09-2005,40.65
Luxembourg,19-09-2005,39.47
Madagascar,19-09-2005,47.71
Malaysia,19-09-2005,39.5
Malta,19-09-2005,44.96
Moldova,19-09-2005,47.57
Monaco,19-09-2005,38.81
Morocco,19-09-2005,60.65
Namibia,19-09-2005,59.38
Netherlands,19-09-2005,52.61
New Zealand,19-09-2005,91.95
Nigeria,19-09-2005,35.99
Niue Island,19-09-2005,40.96
Norway,19-09-2005,34.74
Papua New Guinea,19-09-2005,45.09
Paraguay,19-09-2005,53.18
Peru,19-09-2005,44.16
Poland,19-09-2005,52.7
Portugal,19-09-2005,65.58
Romania,19-09-2005,65.53
Russia,19-09-2005,57.89
Samoa,19-09-2005,71.97
Scotland,19-09-2005,74.21
Senegal,19-09-2005,41.71
Serbia,19-09-2005,43.21
Singapore,19-09-2005,46.72
Slovenia,19-09-2005,43.48
Solomon Islands,19-09-2005,39.06
South Africa,19-09-2005,88.99
Spain,19-09-2005,53.86
Sri Lanka,19-09-2005,46.79
St Lucia,19-09-2005,37.57
St Vincent and the Grenadines,19-09-2005,39.3
Swaziland,19-09-2005,37.57
Sweden,19-09-2005,45.36
Switzerland,19-09-2005,48.7
Tahiti,19-09-2005,36.25
Thailand,19-09-2005,42.13
Tonga,19-09-2005,62.04
Trinidad & Tobago,19-09-2005,43.97
Tunisia,19-09-2005,51.32
Uganda,19-09-2005,42.94
Ukraine,19-09-2005,55.18
Uruguay,19-09-2005,67.55
USA,19-09-2005,68.29
Vanuatu,19-09-2005,34.77
Venezuela,19-09-2005,47.33
Wales,19-09-2005,83.08
Zambia,19-09-2005,39.96
Zimbabwe,19-09-2005,47.14
American Samoa,19-10-2015,25.53
Andorra,19-10-2015,43.1
Argentina,19-10-2015,85.07
Australia,19-10-2015,90.93
Austria,19-10-2015,36.37
Bahamas,19-10-2015,34.55
Barbados,19-10-2015,37.39
Belgium,19-10-2015,55.69
Bermuda,19-10-2015,40.03
Bosnia & Herzegovina,19-10-2015,36.18
Botswana,19-10-2015,40.99
Brazil,19-10-2015,49.26
Bulgaria,19-10-2015,30.76
Cameroon,19-10-2015,32.33
Canada,19-10-2015,62.65
Cayman Islands,19-10-2015,42.87
Chile,19-10-2015,57.34
China,19-10-2015,39.58
Chinese Taipei,19-10-2015,40.27
Colombia,19-10-2015,46.37
Cook Islands,19-10-2015,47.11
Cote D'Ivoire,19-10-2015,45.76
Croatia,19-10-2015,44.83
Czech Republic,19-10-2015,51.07
Denmark,19-10-2015,34.35
England,19-10-2015,79.77
Fiji,19-10-2015,76.96
Finland,19-10-2015,29.15
France,19-10-2015,79.77
Georgia,19-10-2015,71.45
Germany,19-10-2015,54.78
Greece,19-10-2015,28.55
Guam,19-10-2015,38.11
Guyana,19-10-2015,44.88
Hong Kong,19-10-2015,57.31
Hungary,19-10-2015,39.21
India,19-10-2015,37.12
Indonesia,19-10-2015,28.73
Ireland,19-10-2015,81.17
Israel,19-10-2015,44.2
Italy,19-10-2015,72.74
Jamaica,19-10-2015,36.99
Japan,19-10-2015,77.05
Kazakhstan,19-10-2015,48.14
Kenya,19-10-2015,55.89
Korea,19-10-2015,56.7
Latvia,19-10-2015,41.33
Lithuania,19-10-2015,48.01
Luxembourg,19-10-2015,40.25
Madagascar,19-10-2015,48.71
Malaysia,19-10-2015,43.53
Malta,19-10-2015,48.12
Mauritius,19-10-2015,33.86
Mexico,19-10-2015,43.61
Moldova,19-10-2015,53.69
Monaco,19-10-2015,29.17
Morocco,19-10-2015,45.18
Namibia,19-10-2015,61.75
Netherlands,19-10-2015,51.86
New Zealand,19-10-2015,92.89
Nigeria,19-10-2015,37.03
Niue Island,19-10-2015,34.45
Norway,19-10-2015,34
Pakistan,19-10-2015,36.74
Papua New Guinea,19-10-2015,39.27
Paraguay,19-10-2015,50.46
Peru,19-10-2015,38.84
Philippines,19-10-2015,45.12
Poland,19-10-2015,50.74
Portugal,19-10-2015,55.72
Romania,19-10-2015,66.59
Russia,19-10-2015,61.1
Samoa,19-10-2015,70.36
Scotland,19-10-2015,77.94
Senegal,19-10-2015,45.96
Serbia,19-10-2015,36.82
Singapore,19-10-2015,42.92
Slovenia,19-10-2015,38.8
Solomon Islands,19-10-2015,30.4
South Africa,19-10-2015,86.8
Spain,19-10-2015,61.54
Sri Lanka,19-10-2015,49.79
St Vincent and the Grenadines,19-10-2015,36.84
Swaziland,19-10-2015,32.04
Sweden,19-10-2015,44.49
Switzerland,19-10-2015,49.49
Tahiti,19-10-2015,31.79
Thailand,19-10-2015,37.46
Tonga,19-10-2015,71.6
Trinidad & Tobago,19-10-2015,47.38
Tunisia,19-10-2015,49.11
Uganda,19-10-2015,46.35
Ukraine,19-10-2015,55.51
United Arab Emirates,19-10-2015,34.92
Uruguay,19-10-2015,62.11
USA,19-10-2015,68.66
Uzbekistan,19-10-2015,33.89
Vanuatu,19-10-2015,27.45
Venezuela,19-10-2015,41.65
Wales,19-10-2015,83.49
Zambia,19-10-2015,35.8
Zimbabwe,19-10-2015,56.16
Andorra,19-10-2009,40.37
Arabian Gulf,19-10-2009,49.32
Argentina,19-10-2009,81.3
Australia,19-10-2009,85.16
Austria,19-10-2009,36.01
Bahamas,19-10-2009,36.33
Barbados,19-10-2009,39.21
Belgium,19-10-2009,53.1
Bermuda,19-10-2009,43.59
Bosnia & Herzegovina,19-10-2009,36.18
Botswana,19-10-2009,39.21
Brazil,19-10-2009,54.97
Bulgaria,19-10-2009,36.66
Cameroon,19-10-2009,38.21
Canada,19-10-2009,70.06
Cayman Islands,19-10-2009,42.12
Chile,19-10-2009,57.95
China,19-10-2009,46.12
Chinese Taipei,19-10-2009,45.78
Colombia,19-10-2009,42.03
Cook Islands,19-10-2009,44.61
Cote D'Ivoire,19-10-2009,50.31
Croatia,19-10-2009,48.94
Czech Republic,19-10-2009,51.48
Denmark,19-10-2009,40.4
England,19-10-2009,81.24
Fiji,19-10-2009,76.51
Finland,19-10-2009,29.14
France,19-10-2009,81.49
Georgia,19-10-2009,66.85
Germany,19-10-2009,55.35
Guam,19-10-2009,36.8
Guyana,19-10-2009,41.52
Hong Kong,19-10-2009,52.07
Hungary,19-10-2009,42.83
India,19-10-2009,36.61
Ireland,19-10-2009,83.3
Israel,19-10-2009,37.56
Italy,19-10-2009,71.2
Jamaica,19-10-2009,36.61
Japan,19-10-2009,68.36
Kazakhstan,19-10-2009,55.07
Kenya,19-10-2009,49.68
Korea,19-10-2009,57.88
Latvia,19-10-2009,43.52
Lithuania,19-10-2009,50.79
Luxembourg,19-10-2009,33.52
Madagascar,19-10-2009,46.9
Malaysia,19-10-2009,41.17
Malta,19-10-2009,45.11
Moldova,19-10-2009,49.84
Monaco,19-10-2009,35.17
Morocco,19-10-2009,53.06
Namibia,19-10-2009,56.6
Netherlands,19-10-2009,51.02
New Zealand,19-10-2009,89.62
Nigeria,19-10-2009,35.28
Niue Island,19-10-2009,41.11
Norway,19-10-2009,37.66
Papua New Guinea,19-10-2009,46.19
Paraguay,19-10-2009,50.93
Peru,19-10-2009,40.64
Poland,19-10-2009,53.7
Portugal,19-10-2009,62.15
Romania,19-10-2009,64.83
Russia,19-10-2009,67.16
Samoa,19-10-2009,73.48
Scotland,19-10-2009,75.23
Senegal,19-10-2009,42.12
Serbia,19-10-2009,43.09
Singapore,19-10-2009,45.94
Slovenia,19-10-2009,39.56
Solomon Islands,19-10-2009,39.06
South Africa,19-10-2009,91.7
Spain,19-10-2009,59.01
Sri Lanka,19-10-2009,45.64
St Lucia,19-10-2009,37.57
St Vincent and the Grenadines,19-10-2009,39.3
Swaziland,19-10-2009,36.68
Sweden,19-10-2009,48.03
Switzerland,19-10-2009,43.83
Tahiti,19-10-2009,36.25
Thailand,19-10-2009,40.51
Tonga,19-10-2009,67.52
Trinidad & Tobago,19-10-2009,47.19
Tunisia,19-10-2009,55.28
Uganda,19-10-2009,49.71
Ukraine,19-10-2009,55.47
Uruguay,19-10-2009,61.97
USA,19-10-2009,65.97
Vanuatu,19-10-2009,34.77
Venezuela,19-10-2009,43.92
Wales,19-10-2009,80.74
Zambia,19-10-2009,39.31
Zimbabwe,19-10-2009,46.91
Andorra,19-11-2012,42.15
Argentina,19-11-2012,79.89
Australia,19-11-2012,85.94
Austria,19-11-2012,36.2
Bahamas,19-11-2012,35.68
Barbados,19-11-2012,41.01
Belgium,19-11-2012,59.17
Bermuda,19-11-2012,46.78
Bosnia & Herzegovina,19-11-2012,35.29
Botswana,19-11-2012,38.65
Brazil,19-11-2012,52.18
Bulgaria,19-11-2012,38.12
Cameroon,19-11-2012,38.33
Canada,19-11-2012,71.41
Cayman Islands,19-11-2012,41.27
Chile,19-11-2012,57.02
China,19-11-2012,40.73
Chinese Taipei,19-11-2012,43.19
Colombia,19-11-2012,43.65
Cook Islands,19-11-2012,44.61
Cote D'Ivoire,19-11-2012,47.67
Croatia,19-11-2012,47.76
Czech Republic,19-11-2012,47.66
Denmark,19-11-2012,41.16
England,19-11-2012,81.96
Fiji,19-11-2012,70.6
Finland,19-11-2012,26.29
France,19-11-2012,84.99
Georgia,19-11-2012,66.75
Germany,19-11-2012,54.52
Guam,19-11-2012,35.7
Guyana,19-11-2012,43.56
Hong Kong,19-11-2012,55.49
Hungary,19-11-2012,36.97
India,19-11-2012,40.81
Ireland,19-11-2012,79.04
Israel,19-11-2012,46.06
Italy,19-11-2012,76.61
Jamaica,19-11-2012,37.08
Japan,19-11-2012,70.09
Kazakhstan,19-11-2012,51.28
Kenya,19-11-2012,50.28
Korea,19-11-2012,56.72
Latvia,19-11-2012,40.05
Lithuania,19-11-2012,47.84
Luxembourg,19-11-2012,34.25
Madagascar,19-11-2012,48.19
Malaysia,19-11-2012,41.37
Malta,19-11-2012,48.87
Mexico,19-11-2012,39.38
Moldova,19-11-2012,49.53
Monaco,19-11-2012,35.17
Morocco,19-11-2012,52.35
Namibia,19-11-2012,58.45
Netherlands,19-11-2012,49.83
New Zealand,19-11-2012,92.91
Nigeria,19-11-2012,35.28
Niue Island,19-11-2012,40.45
Norway,19-11-2012,34.33
Pakistan,19-11-2012,38.38
Papua New Guinea,19-11-2012,46.55
Paraguay,19-11-2012,50.06
Peru,19-11-2012,39.67
Philippines,19-11-2012,44.34
Poland,19-11-2012,56.91
Portugal,19-11-2012,59.63
Romania,19-11-2012,63.58
Russia,19-11-2012,61.49
Samoa,19-11-2012,78.79
Scotland,19-11-2012,77.42
Senegal,19-11-2012,47.14
Serbia,19-11-2012,39.49
Singapore,19-11-2012,41.19
Slovenia,19-11-2012,38.45
Solomon Islands,19-11-2012,40.7
South Africa,19-11-2012,86.05
Spain,19-11-2012,63.09
Sri Lanka,19-11-2012,47.6
St Vincent and the Grenadines,19-11-2012,36.84
Swaziland,19-11-2012,35.63
Sweden,19-11-2012,51.91
Switzerland,19-11-2012,46.16
Tahiti,19-11-2012,36.25
Thailand,19-11-2012,43.44
Tonga,19-11-2012,74.51
Trinidad & Tobago,19-11-2012,44.68
Tunisia,19-11-2012,48.18
Uganda,19-11-2012,48.76
Ukraine,19-11-2012,53.8
Uruguay,19-11-2012,59.37
USA,19-11-2012,66.86
Vanuatu,19-11-2012,33.45
Venezuela,19-11-2012,41.83
Wales,19-11-2012,78.95
Zambia,19-11-2012,38.87
Zimbabwe,19-11-2012,54.03
Andorra,19-11-2007,42.68
Arabian Gulf,19-11-2007,48.46
Argentina,19-11-2007,87.45
Australia,19-11-2007,84.2
Austria,19-11-2007,36.99
Bahamas,19-11-2007,35.61
Barbados,19-11-2007,43.13
Belgium,19-11-2007,53.5
Bermuda,19-11-2007,41.69
Bosnia & Herzegovina,19-11-2007,29.25
Botswana,19-11-2007,38.64
Brazil,19-11-2007,52.55
Bulgaria,19-11-2007,33.98
Cameroon,19-11-2007,38.26
Canada,19-11-2007,67.24
Cayman Islands,19-11-2007,43.87
Chile,19-11-2007,57.07
China,19-11-2007,48.68
Chinese Taipei,19-11-2007,46.95
Colombia,19-11-2007,42.55
Cook Islands,19-11-2007,45.87
Cote D'Ivoire,19-11-2007,48.2
Croatia,19-11-2007,48.64
Czech Republic,19-11-2007,51.92
Denmark,19-11-2007,43.8
England,19-11-2007,85.57
Fiji,19-11-2007,75.88
Finland,19-11-2007,31.71
France,19-11-2007,80.36
Georgia,19-11-2007,66.42
Germany,19-11-2007,55.52
Guam,19-11-2007,36.8
Guyana,19-11-2007,40.35
Hong Kong,19-11-2007,54.58
Hungary,19-11-2007,42.62
India,19-11-2007,37.54
Ireland,19-11-2007,78.67
Israel,19-11-2007,32.74
Italy,19-11-2007,73.29
Jamaica,19-11-2007,38.97
Japan,19-11-2007,65.34
Kazakhstan,19-11-2007,52.68
Kenya,19-11-2007,50.28
Korea,19-11-2007,57.92
Latvia,19-11-2007,48.24
Lithuania,19-11-2007,44.86
Luxembourg,19-11-2007,38.4
Madagascar,19-11-2007,47.92
Malaysia,19-11-2007,38.56
Malta,19-11-2007,45.72
Moldova,19-11-2007,55.49
Monaco,19-11-2007,38.81
Morocco,19-11-2007,54.14
Namibia,19-11-2007,56.82
Netherlands,19-11-2007,47.78
New Zealand,19-11-2007,89.61
Nigeria,19-11-2007,35.99
Niue Island,19-11-2007,40.96
Norway,19-11-2007,36.66
Papua New Guinea,19-11-2007,45.09
Paraguay,19-11-2007,53.82
Peru,19-11-2007,43.34
Poland,19-11-2007,51.43
Portugal,19-11-2007,60.96
Romania,19-11-2007,65.88
Russia,19-11-2007,65.88
Samoa,19-11-2007,71.61
Scotland,19-11-2007,76.7
Senegal,19-11-2007,41.44
Serbia,19-11-2007,41.06
Singapore,19-11-2007,44.88
Slovenia,19-11-2007,42.42
Solomon Islands,19-11-2007,39.06
South Africa,19-11-2007,90.82
Spain,19-11-2007,62.3
Sri Lanka,19-11-2007,46.46
St Lucia,19-11-2007,37.57
St Vincent and the Grenadines,19-11-2007,39.3
Swaziland,19-11-2007,37.57
Sweden,19-11-2007,49.95
Switzerland,19-11-2007,44.56
Tahiti,19-11-2007,36.25
Thailand,19-11-2007,41.44
Tonga,19-11-2007,71.51
Trinidad & Tobago,19-11-2007,43.97
Tunisia,19-11-2007,51.58
Uganda,19-11-2007,52.11
Ukraine,19-11-2007,51.32
Uruguay,19-11-2007,63.18
USA,19-11-2007,64.67
Vanuatu,19-11-2007,34.77
Venezuela,19-11-2007,40.71
Wales,19-11-2007,74.17
Zambia,19-11-2007,40.64
Zimbabwe,19-11-2007,44.45
American Samoa,19-05-2014,30
Andorra,19-05-2014,42.54
Argentina,19-05-2014,76.44
Australia,19-05-2014,86.88
Austria,19-05-2014,36.59
Bahamas,19-05-2014,34.12
Barbados,19-05-2014,38.26
Belgium,19-05-2014,53.9
Bermuda,19-05-2014,43.56
Bosnia & Herzegovina,19-05-2014,36.06
Botswana,19-05-2014,38.58
Brazil,19-05-2014,50.63
Bulgaria,19-05-2014,34.52
Cameroon,19-05-2014,38.33
Canada,19-05-2014,70.75
Cayman Islands,19-05-2014,43.44
Chile,19-05-2014,54.54
China,19-05-2014,40.73
Chinese Taipei,19-05-2014,42.62
Colombia,19-05-2014,43.33
Cook Islands,19-05-2014,47.11
Cote D'Ivoire,19-05-2014,47.04
Croatia,19-05-2014,45.28
Czech Republic,19-05-2014,49.49
Denmark,19-05-2014,39.94
England,19-05-2014,85.68
Fiji,19-05-2014,74.21
Finland,19-05-2014,27.92
France,19-05-2014,80.07
Georgia,19-05-2014,70.46
Germany,19-05-2014,58.03
Greece,19-05-2014,28.55
Guam,19-05-2014,35.7
Guyana,19-05-2014,44.61
Hong Kong,19-05-2014,58.47
Hungary,19-05-2014,41.02
India,19-05-2014,39.37
Indonesia,19-05-2014,30
Ireland,19-05-2014,82.13
Israel,19-05-2014,45.75
Italy,19-05-2014,72.05
Jamaica,19-05-2014,37.08
Japan,19-05-2014,72.06
Kazakhstan,19-05-2014,48.91
Kenya,19-05-2014,51.75
Korea,19-05-2014,56.93
Latvia,19-05-2014,42.96
Lithuania,19-05-2014,46.2
Luxembourg,19-05-2014,35.94
Madagascar,19-05-2014,51.13
Malaysia,19-05-2014,40.2
Malta,19-05-2014,48.85
Mauritius,19-05-2014,29.29
Mexico,19-05-2014,41.99
Moldova,19-05-2014,54.1
Monaco,19-05-2014,35.17
Morocco,19-05-2014,51.18
Namibia,19-05-2014,58.79
Netherlands,19-05-2014,53.16
New Zealand,19-05-2014,93.81
Nigeria,19-05-2014,37.92
Niue Island,19-05-2014,40.45
Norway,19-05-2014,32.68
Pakistan,19-05-2014,38.38
Papua New Guinea,19-05-2014,45.27
Paraguay,19-05-2014,50.42
Peru,19-05-2014,40.13
Philippines,19-05-2014,45.86
Poland,19-05-2014,50.64
Portugal,19-05-2014,57.73
Romania,19-05-2014,68.08
Russia,19-05-2014,62.58
Samoa,19-05-2014,77.34
Scotland,19-05-2014,75.16
Senegal,19-05-2014,48.68
Serbia,19-05-2014,36.54
Singapore,19-05-2014,44.54
Slovenia,19-05-2014,36.49
Solomon Islands,19-05-2014,40.35
South Africa,19-05-2014,89.34
Spain,19-05-2014,60.65
Sri Lanka,19-05-2014,46.95
St Vincent and the Grenadines,19-05-2014,36.84
Swaziland,19-05-2014,35.63
Sweden,19-05-2014,47.82
Switzerland,19-05-2014,47.27
Tahiti,19-05-2014,35.37
Thailand,19-05-2014,43.37
Tonga,19-05-2014,73.21
Trinidad & Tobago,19-05-2014,46.38
Tunisia,19-05-2014,48.25
Uganda,19-05-2014,46.36
Ukraine,19-05-2014,52.37
United Arab Emirates,19-05-2014,30
Uruguay,19-05-2014,61.86
USA,19-05-2014,67.21
Uzbekistan,19-05-2014,30
Vanuatu,19-05-2014,33.45
Venezuela,19-05-2014,41.67
Wales,19-05-2014,80.7
Zambia,19-05-2014,36.94
Zimbabwe,19-05-2014,53.56
Andorra,19-05-2008,43.4
Arabian Gulf,19-05-2008,47.56
Argentina,19-05-2008,87.45
Australia,19-05-2008,84.2
Austria,19-05-2008,36.65
Bahamas,19-05-2008,36.33
Barbados,19-05-2008,40.96
Belgium,19-05-2008,55.87
Bermuda,19-05-2008,42.26
Bosnia & Herzegovina,19-05-2008,32.54
Botswana,19-05-2008,39.53
Brazil,19-05-2008,52.55
Bulgaria,19-05-2008,33.38
Cameroon,19-05-2008,38.97
Canada,19-05-2008,67.24
Cayman Islands,19-05-2008,42.12
Chile,19-05-2008,57.07
China,19-05-2008,48.68
Chinese Taipei,19-05-2008,46.95
Colombia,19-05-2008,42.55
Cook Islands,19-05-2008,45.87
Cote D'Ivoire,19-05-2008,48.2
Croatia,19-05-2008,47.8
Czech Republic,19-05-2008,51.92
Denmark,19-05-2008,42.67
England,19-05-2008,83.37
Fiji,19-05-2008,75.88
Finland,19-05-2008,31.47
France,19-05-2008,79.64
Georgia,19-05-2008,69.05
Germany,19-05-2008,57.05
Guam,19-05-2008,36.8
Guyana,19-05-2008,41.52
Hong Kong,19-05-2008,54.72
Hungary,19-05-2008,41.7
India,19-05-2008,37.54
Ireland,19-05-2008,77.26
Israel,19-05-2008,32.97
Italy,19-05-2008,73.46
Jamaica,19-05-2008,36.61
Japan,19-05-2008,66.17
Kazakhstan,19-05-2008,51.84
Kenya,19-05-2008,50.28
Korea,19-05-2008,57.46
Latvia,19-05-2008,47.38
Lithuania,19-05-2008,47.36
Luxembourg,19-05-2008,36.22
Madagascar,19-05-2008,47.92
Malaysia,19-05-2008,38.56
Malta,19-05-2008,44.07
Moldova,19-05-2008,51.56
Monaco,19-05-2008,38.81
Morocco,19-05-2008,54.14
Namibia,19-05-2008,56.82
Netherlands,19-05-2008,47.36
New Zealand,19-05-2008,89.61
Nigeria,19-05-2008,35.28
Niue Island,19-05-2008,40.53
Norway,19-05-2008,37.59
Papua New Guinea,19-05-2008,45.52
Paraguay,19-05-2008,53.82
Peru,19-05-2008,43.34
Poland,19-05-2008,52.48
Portugal,19-05-2008,58.87
Romania,19-05-2008,66.14
Russia,19-05-2008,65.84
Samoa,19-05-2008,71.61
Scotland,19-05-2008,74.92
Senegal,19-05-2008,41.44
Serbia,19-05-2008,40.11
Singapore,19-05-2008,44.88
Slovenia,19-05-2008,41.32
Solomon Islands,19-05-2008,39.06
South Africa,19-05-2008,90.82
Spain,19-05-2008,61.55
Sri Lanka,19-05-2008,46.46
St Lucia,19-05-2008,37.57
St Vincent and the Grenadines,19-05-2008,39.3
Swaziland,19-05-2008,36.68
Sweden,19-05-2008,50.92
Switzerland,19-05-2008,45.67
Tahiti,19-05-2008,36.25
Thailand,19-05-2008,41.44
Tonga,19-05-2008,71.51
Trinidad & Tobago,19-05-2008,47.79
Tunisia,19-05-2008,52.8
Uganda,19-05-2008,52.11
Ukraine,19-05-2008,51.77
Uruguay,19-05-2008,63.18
USA,19-05-2008,64.67
Vanuatu,19-05-2008,34.77
Venezuela,19-05-2008,40.71
Wales,19-05-2008,80.11
Zambia,19-05-2008,40.64
Zimbabwe,19-05-2008,44.45
Andorra,19-03-2012,42.56
Argentina,19-03-2012,80.28
Australia,19-03-2012,87.99
Austria,19-03-2012,38.15
Bahamas,19-03-2012,36.33
Barbados,19-03-2012,39.13
Belgium,19-03-2012,58.88
Bermuda,19-03-2012,45.94
Bosnia & Herzegovina,19-03-2012,36.18
Botswana,19-03-2012,36.68
Brazil,19-03-2012,51.57
Bulgaria,19-03-2012,37.36
Cameroon,19-03-2012,38.33
Canada,19-03-2012,72.92
Cayman Islands,19-03-2012,41.23
Chile,19-03-2012,59.52
China,19-03-2012,41.78
Chinese Taipei,19-03-2012,43.62
Colombia,19-03-2012,39.59
Cook Islands,19-03-2012,44.61
Cote D'Ivoire,19-03-2012,47.52
Croatia,19-03-2012,45.84
Czech Republic,19-03-2012,50.16
Denmark,19-03-2012,42.04
England,19-03-2012,83.62
Fiji,19-03-2012,68.78
Finland,19-03-2012,27.7
France,19-03-2012,81.91
Georgia,19-03-2012,70.26
Germany,19-03-2012,52
Guam,19-03-2012,36.24
Guyana,19-03-2012,42.54
Hong Kong,19-03-2012,56.51
Hungary,19-03-2012,37.5
India,19-03-2012,39.19
Ireland,19-03-2012,79.85
Israel,19-03-2012,42.02
Italy,19-03-2012,74.17
Jamaica,19-03-2012,36.35
Japan,19-03-2012,70.45
Kazakhstan,19-03-2012,53.62
Kenya,19-03-2012,50.49
Korea,19-03-2012,53.36
Latvia,19-03-2012,40.72
Lithuania,19-03-2012,50.01
Luxembourg,19-03-2012,32.26
Madagascar,19-03-2012,44.31
Malaysia,19-03-2012,41.75
Malta,19-03-2012,47.93
Mexico,19-03-2012,40
Moldova,19-03-2012,53.85
Monaco,19-03-2012,35.17
Morocco,19-03-2012,56.13
Namibia,19-03-2012,61.24
Netherlands,19-03-2012,47.1
New Zealand,19-03-2012,91.43
Nigeria,19-03-2012,35.28
Niue Island,19-03-2012,40.45
Norway,19-03-2012,34.81
Pakistan,19-03-2012,40
Papua New Guinea,19-03-2012,46.55
Paraguay,19-03-2012,48.84
Peru,19-03-2012,41.64
Philippines,19-03-2012,40
Poland,19-03-2012,54.8
Portugal,19-03-2012,57.75
Romania,19-03-2012,63.81
Russia,19-03-2012,60.12
Samoa,19-03-2012,75.81
Scotland,19-03-2012,73.86
Senegal,19-03-2012,45.24
Serbia,19-03-2012,41.31
Singapore,19-03-2012,45.67
Slovenia,19-03-2012,38.3
Solomon Islands,19-03-2012,40.7
South Africa,19-03-2012,84.34
Spain,19-03-2012,62.57
Sri Lanka,19-03-2012,47.03
St Vincent and the Grenadines,19-03-2012,39.3
Swaziland,19-03-2012,36.68
Sweden,19-03-2012,51.46
Switzerland,19-03-2012,45.88
Tahiti,19-03-2012,36.25
Thailand,19-03-2012,41.46
Tonga,19-03-2012,76.63
Trinidad & Tobago,19-03-2012,45.85
Tunisia,19-03-2012,51.34
Uganda,19-03-2012,47.69
Ukraine,19-03-2012,53.95
Uruguay,19-03-2012,60.47
USA,19-03-2012,65.63
Vanuatu,19-03-2012,33.45
Venezuela,19-03-2012,45.36
Wales,19-03-2012,83.32
Zambia,19-03-2012,39.94
Zimbabwe,19-03-2012,52.4
Andorra,19-03-2007,42.63
Arabian Gulf,19-03-2007,48.76
Argentina,19-03-2007,79.07
Australia,19-03-2007,85.5
Austria,19-03-2007,39.97
Bahamas,19-03-2007,35.61
Barbados,19-03-2007,43.13
Belgium,19-03-2007,52.56
Bermuda,19-03-2007,41.69
Bosnia & Herzegovina,19-03-2007,30.25
Botswana,19-03-2007,38.64
Brazil,19-03-2007,52.31
Bulgaria,19-03-2007,34.1
Cameroon,19-03-2007,38.52
Canada,19-03-2007,69.32
Cayman Islands,19-03-2007,43.87
Chile,19-03-2007,59.22
China,19-03-2007,46.36
Chinese Taipei,19-03-2007,48.41
Colombia,19-03-2007,41.69
Cook Islands,19-03-2007,45.87
Cote D'Ivoire,19-03-2007,48.22
Croatia,19-03-2007,49.39
Czech Republic,19-03-2007,53.83
Denmark,19-03-2007,42.92
England,19-03-2007,79.29
Fiji,19-03-2007,73.11
Finland,19-03-2007,30.87
France,19-03-2007,85.6
Georgia,19-03-2007,64.87
Germany,19-03-2007,55.62
Guam,19-03-2007,38.14
Guyana,19-03-2007,40.35
Hong Kong,19-03-2007,53.29
Hungary,19-03-2007,41.36
India,19-03-2007,36.21
Ireland,19-03-2007,85.27
Israel,19-03-2007,33.56
Italy,19-03-2007,75.36
Jamaica,19-03-2007,38.97
Japan,19-03-2007,64.86
Kazakhstan,19-03-2007,47.95
Kenya,19-03-2007,48.86
Korea,19-03-2007,59.45
Latvia,19-03-2007,49.54
Lithuania,19-03-2007,42.65
Luxembourg,19-03-2007,37.93
Madagascar,19-03-2007,47.95
Malaysia,19-03-2007,41.7
Malta,19-03-2007,44.23
Moldova,19-03-2007,52.39
Monaco,19-03-2007,38.81
Morocco,19-03-2007,55.66
